menggalakkan memanas-manasi,-1
ngambek,-1
ampun,-1
terbalik akal,-1
tidak masuk akal,-1
gangguan jiwa,-1
majenun,-1
gelo,-1
gila-gila,-1
kalap,-1
sedeng,-1
berubah akal,-1
serem,-1
terlalu,-1
sakit jiwa,-1
gendeng,-1
berubah ingatan,-1
sinting,-1
gila,-1
sakit ingatan,-1
sesat akal,-1
duh,-1
emg,-1
hujan,-1
aduh,-1
cerita khayal,-1
typo,-1
langkah baik,-1
isapan jempol,-1
engah,-1
mafhum,-1
fiksi,-1
omong kosong,-1
bales,-1
profit,-1
waris,-1
selisih,-1
senjang,-1
bareng,-1
ekstasi,-1
laper,-1
hendaknya,-1
membandel,-1
ngaku,-1
kiranya,-1
telat,-1
kopong,-1
ngerti,-1
keduniaan,-1
nol,-1
nyari,-1
sorry,-1
peranakan,-1
bastar,-1
tega,-1
berdenyut,-1
kayaknya,-1
sibuk,-1
ringan tangan,-1
bergelora,-1
sampai rasa,-1
energik,-1
membara,-1
berkobar-kobar,-1
menyala,-1
mentolo,-1
sampai hati,-1
bersungguh-sungguh,-1
tren,-1
menyembur,-1
imbas,-1
aliran udara,-1
melesit,-1
rahayu,-1
kemungkinan,-1
menggusari,-1
mencurat,-1
memarahi,-1
topan,-1
tembis,-1
mendamprat,-1
suak,-1
bongsor,-1
bias,-1
rajaman,-1
rantus,-1
gentas,-1
nanya,-1
melelah,-1
bosen,-1
maksudnya,-1
bersusah hati,-1
berkabung,-1
receh,-1
bermuram durja,-1
pls,-1
berlara-lara,-1
opp,-1
seneng,-1
bersungkawa,-1
bersusah,-1
peluk,-1
tt,-1
menepis,-1
obsesi,-1
dekap,-1
gausah,-1
sengsara,-1
buru-buru,-1
kencang,-1
kilat,-1
begini,-1
akas,-1
mendahului,-1
mengadang,-1
suruh,-1
terampil,-1
pesat,-1
sebat,-1
sput,-1
filsafat,-1
dogma,-1
imut,-1
doktrin,-1
lapar,-1
dominan,-1
masif,-1
keliatan,-1
keras tulang,-1
tangguh,-1
keseser,-1
maksa,-1
bertanduk,-1
luput,-1
jaman,-1
menggeliat,-1
tumpas,-1
keok,-1
tercecer,-1
beterbangan,-1
berpengaruh,-1
lipur,-1
bedegap,-1
besar lengan,-1
gelibat,-1
suka cita,-1
pacaran,-1
bersemangat,-1
berbahagia,-1
berdesir,-1
tersuntuk,-1
adek,-1
block,-1
pening,-1
apanya,-1
kliyengan,-1
pusing,-1
jenguk,-1
akunya,-1
runyam,-1
luyu,-1
mikir,-1
elusif,-1
kuat (dugaan),-1
memihak,-1
boong,-1
tandang,-1
kesian,-1
sayu,-1
cenderung,-1
selit-belit,-1
preseden,-1
miss,-1
napa,-1
ikutan,-1
baik-baik,-1
kesel,-1
intensif,-1
closed,-1
maap,-1
maafkan,-1
kalem,-1
ndak,-1
rantaian,-1
pinter,-1
mesti,-1
diserang,-1
benak kepala,-1
otak,-1
daya pikir,-1
wajib,-1
dedengkot,-1
ketagihan,-1
bogem mentah,-1
gila-gilaan,-1
nanti,-1
coretan,-1
sebenernya,-1
halah,-1
alay,-1
gergaji,-1
kemasukan,-1
berbayar,-1
tukang,-1
memotong,-1
bayar,-1
curhat,-1
beri (uang),-1
kesusupan,-1
pakar,-1
kawaei,-1
kebabaran,-1
berjatuhan,-1
runtuh,-1
terperenyak,-1
penggentaran,-1
tanya,-1
pailit,-1
tersingkir,-1
melorot,-1
menetes,-1
roboh,-1
tercebur,-1
membiak,-1
terjeblos,-1
menggelincir,-1
rebah,-1
nyesel,-1
biasin,-1
terjun,-1
perusuhan,-1
kedapatan,-1
tertangkap tangan,-1
terpelanting,-1
melubangi,-1
tercemplung,-1
jeblos,-1
diem,-1
tepergok,-1
kayanya,-1
terbanting,-1
tertangkap basah,-1
membabar,-1
terjerembab,-1
luruh,-1
tergelincir,-1
terbuang,-1
berhenti (tugas),-1
gogrok,-1
jelabak,-1
menyembul,-1
cape,-1
cuat,-1
unjuk,-1
menyongsong,-1
kesebalikan,-1
sekutu,-1
kekang,-1
mengelukan,-1
berasa,-1
temenan,-1
purnama,-1
ekstrem,-1
pendahuluan,-1
inklusif,-1
kebaca,-1
revolusioner,-1
asak,-1
lelang,-1
permulaan,-1
radikal,-1
berjejal,-1
begah,-1
telak,-1
telik,-1
hati-hati,-1
ingat-ingat,-1
jaga-jaga,-1
entah-berentah,-1
tajam mata,-1
kelih,-1
please,-1
tae,-1
awas,-1
si dia,-1
gaboleh,-1
denger,-1
disuruh,-1
waspada,-1
entah,-1
pelit,-1
kial,-1
nemu,-1
kroni,-1
bot,-1
cute,-1
rekan,-1
sepihak,-1
wacana,-1
tengok,-1
subang,-1
komplot,-1
giwang,-1
melendeh,-1
bersimpuh,-1
mengogah,-1
menggelesot,-1
menumpang tinggal,-1
kuliah,-1
bulan,-1
bersemayam,-1
ampas (kopi),-1
menikah,-1
manja,-1
polos,-1
bercokol,-1
cokol,-1
sia,-1
esok,-1
maneh,-1
himpit,-1
tindas,-1
pilih,-1
ngasih,-1
kehebohan,-1
pilih-pilih,-1
bete,-1
payudara,-1
man,-1
tetek,-1
keonaran,-1
buah dada,-1
biarin,-1
kegemparan,-1
dempet,-1
sebel,-1
ucap,-1
bergas,-1
bergadang,-1
kawal,-1
berpengalaman,-1
sadar,-1
dukacarita,-1
apasih,-1
gugah,-1
bertindik,-1
drama duka,-1
pindah,-1
oma,-1
penderitaan,-1
menugaskan,-1
asri,-1
borak,-1
kepedihan,-1
pulak,-1
menyunduk,-1
rawat,-1
buyut,-1
tragedi,-1
kecek,-1
andal,-1
kesialan,-1
kismat,-1
daya muat,-1
mengamuk,-1
suratan takdir,-1
kemalangan,-1
kegeruhan,-1
iyain,-1
dikatain,-1
duluan,-1
pokoknya,-1
daya tampung,-1
daya serap,-1
kenahasan,-1
keberuntungan,-1
bahala,-1
gerhana,-1
sedi,-1
bersengaja,-1
segitu,-1
php,-1
fk,-1
tendas,-1
dikira,-1
gabut,-1
statis,-1
pasif,-1
membatu,-1
hiatus,-1
stagnan,-1
membisu,-1
membiarkan,-1
gasuka,-1
lepaskan,-1
rasa,-1
huhuhu,-1
bungkam,-1
kosong,-1
bajing,-1
rasa hati,-1
mendiamkan,-1
tertegun,-1
kaget,-1
cabe,-1
sugesti,-1
kuota,-1
lengang,-1
tengkulak,-1
campakkan,-1
syur,-1
bersanggama,-1
sepi,-1
naon,-1
berteduh,-1
mematung,-1
keluarkan,-1
memaafkan,-1
menutup mulut,-1
terperanjat,-1
melanyak,-1
menghinakan,-1
melancarkan,-1
menistakan,-1
leave,-1
melicinkan,-1
murah,-1
spam,-1
mentang,-1
kepo,-1
tobat,-1
mentang-mentang,-1
meringankan,-1
astagfirullah,-1
memudahkan,-1
titip api,-1
mencebikkan,-1
fokus,-1
menahankan,-1
resistan,-1
mengentengkan,-1
astaga,-1
maapin,-1
berat tangan,-1
berat hati,-1
lembam,-1
macem,-1
realitas,-1
alpa,-1
yauda,-1
gigit,-1
ihhh,-1
sorang,-1
berat pinggul,-1
merasa,-1
milih,-1
kerubut,-1
penyebab,-1
kempes,-1
bye,-1
mengerubungi,-1
bertuntun,-1
ketauan,-1
serah,-1
wabah,-1
uar-uar,-1
wara-wara,-1
mengeroyok,-1
istirahat,-1
gajadi,-1
dirimu,-1
ati,-1
love,-1
ngerasa,-1
jelus,-1
timbalan,-1
dajal,-1
artistik,-1
mukhlis,-1
tentangan,-1
mbeling,-1
rame,-1
iri,-1
ngeselin,-1
ngatain,-1
ganjaran,-1
junjungan,-1
imut-imut,-1
seruh,-1
lurus hati,-1
lari-lari,-1
senyum,-1
seringai,-1
mengganjar,-1
panas hati,-1
keki,-1
jail,-1
lemot,-1
sayangnya,-1
menghukum,-1
bukannya,-1
disayang,-1
memberi,-1
membalas,-1
gemes,-1
sukarela,-1
kebiri,-1
berprasangka,-1
pahala,-1
pemudaan,-1
mohon,-1
terhenti,-1
erang,-1
manah,-1
mabok,-1
dipanggil,-1
mager,-1
kepedulian,-1
item,-1
rip,-1
membandungi,-1
haih,-1
muda,-1
tuhkan,-1
memperduakan,-1
regenerasi,-1
gubrisan,-1
pengindahan,-1
ribet,-1
master,-1
iri,-1
tetap hati,-1
tertanggung,-1
diapain,-1
kira,-1
pelita,-1
bernyali,-1
tangan panas,-1
merugi,-1
bernyali besar,-1
meninggal,-1
ngerjain,-1
puntung,-1
percuma,-1
percaya diri,-1
pikir,-1
merah,-1
nyali besar,-1
nekat,-1
njir,-1
dipaksa,-1
pembaiatan,-1
satria,-1
masak,-1
labil,-1
goreng,-1
antipati,-1
kontradiksi,-1
apalah,-1
ditinggal,-1
temenin,-1
kerumitan,-1
khilaf,-1
nihh,-1
selidik,-1
mewajibkan,-1
lagian,-1
negasi,-1
meh,-1
kota,-1
varian,-1
semi,-1
memperkeruh,-1
mencolong,-1
kekusutan,-1
rudapaksa,-1
telaah,-1
keruwetan,-1
sedihnya,-1
teledor,-1
hatiku,-1
kot,-1
terserah,-1
terlanjur,-1
cakep,-1
tergeleng-geleng,-1
sepertinya,-1
kagak,-1
tercengang,-1
permenungan,-1
cengang,-1
mencinta,-1
menyesal,-1
lumayan,-1
matanya,-1
berduka,-1
atraktif,-1
pamer,-1
pucat,-1
terpesona,-1
banjir,-1
takjub,-1
terpana,-1
bah,-1
terkesima,-1
menakjubkan,-1
memukau,-1
impas,-1
menakjubi,-1
bandang,-1
terpukau,-1
tiada,-1
rasisme,-1
memesonakan,-1
sirik,-1
mengherankan,-1
bersesal,-1
gapernah,-1
rapi,-1
bertanya-tanya,-1
penasaran,-1
tulus hati,-1
beton,-1
menunggui,-1
umpan,-1
cadas,-1
lembek,-1
hih,-1
menutup,-1
korban,-1
kurban,-1
sikit,-1
mengawal,-1
peduli,-1
bongkah,-1
bodoamat,-1
rela,-1
dengkik,-1
takda,-1
obat,-1
tetua,-1
error,-1
anugerah,-1
dongeng,-1
jir,-1
batas (waktu),-1
impoten,-1
kiri,-1
perih,-1
babi,-1
habitat,-1
kenang-kenangan,-1
reka,-1
memejahijaukan,-1
persembahan,-1
penangguhan,-1
penyudah,-1
gebetan,-1
jutek,-1
ajal,-1
pengakuan,-1
gerombolan,-1
ora,-1
gatel,-1
ketajaman,-1
mencuru,-1
nongol,-1
barzakh,-1
menyidangkan,-1
pantes,-1
ngalah,-1
pejabat,-1
keganjilan,-1
ketidaktentuan,-1
menjaraki,-1
sad,-1
comeback,-1
udahan,-1
ugh,-1
acuh tak acuh,-1
next,-1
penutup,-1
menjenguk,-1
cuek,-1
sangkut-paut,-1
sayup,-1
ish,-1
doh,-1
pantat,-1
tebal telinga,-1
keanehan,-1
mengorek-ngorek,-1
diet,-1
syedih,-1
lugu,-1
interaksi,-1
berhala,-1
kesudahan,-1
iih,-1
tai,-1
kemaknagandaan,-1
masa bodoh,-1
final,-1
dimarahin,-1
nyuruh,-1
dibales,-1
persangkutan,-1
kampret,-1
beristirahat,-1
jin,-1
mikirin,-1
murtad,-1
mogok,-1
setan,-1
nyebut,-1
piye,-1
gusur,-1
drastis,-1
memojokkan,-1
mencengangkan,-1
penunggu,-1
demon,-1
durhaka,-1
super,-1
kesal,-1
iblis,-1
baperan,-1
ngikutin,-1
sebentar,-1
mengerikan,-1
hantu,-1
makhluk halus,-1
got,-1
diam,-1
bunuh,-1
siluman,-1
tumpahan hati,-1
momok,-1
berantem,-1
mangkas,-1
belain,-1
sundal bolong,-1
nahan,-1
sian,-1
jahil,-1
singgah,-1
bersekongkol,-1
life,-1
bidah,-1
menantang,-1
berselingkuh,-1
bergetar,-1
bohong,-1
classy,-1
peristiwa,-1
melumatkan,-1
insiden,-1
oon,-1
orok,-1
selingkuh,-1
nungguin,-1
bijih,-1
pelosot,-1
meremukkan,-1
keburu,-1
gadai,-1
meruntuhkan,-1
anjing,-1
naena,-1
jabang bayi,-1
membinasakan,-1
berdalih,-1
why,-1
modus,-1
waduh,-1
cuti,-1
bobrok,-1
tidurin,-1
cariin,-1
mengandut,-1
berdengung,-1
bakar,-1
mengganyang,-1
merusakkan,-1
menyelusur,-1
berkonspirasi,-1
kurus,-1
berantak,-1
bully,-1
berkomplot,-1
kejadian,-1
ngomongin,-1
stalk,-1
meruntuh,-1
jeriji,-1
memasuki,-1
sange,-1
berkongkalikong,-1
serong,-1
makian,-1
cemong,-1
kerasan,-1
kekurangan,-1
lilit,-1
hinaan,-1
penghinaan,-1
kurung,-1
mengecilkan,-1
cemooh,-1
malu,-1
mengumpat,-1
terabai,-1
mencemooh,-1
merem,-1
lock,-1
melecehkan,-1
kelemahan,-1
kejelekan,-1
ngilang,-1
berkerak,-1
kedaifan,-1
kehinaan keaiban,-1
kontras,-1
mengejek,-1
perang,-1
perundungan,-1
marahin,-1
berkelakar,-1
menyakiti,-1
penyepelean,-1
pait,-1
ngertiin,-1
kecabulan,-1
menjijikkan,-1
tuak,-1
tauu,-1
perbedaan,-1
terhina direndahkan,-1
menista,-1
memburukkan,-1
kroco,-1
mencela,-1
menyindir,-1
kebusukan,-1
kumuh,-1
terpalit-palit,-1
tersinggung,-1
terbesit,-1
bercengkerama,-1
bercumbu-cumbu,-1
cemeeh,-1
sekadar,-1
bernoda,-1
kebejatan,-1
mencibir,-1
terbiar,-1
rasa malu,-1
berolok-olok,-1
disakiti,-1
membenci,-1
berulah,-1
kekejian,-1
menggampangkan,-1
gausa,-1
kebobrokan,-1
nyebelin,-1
bermain-main,-1
bercumbuan,-1
cercaan,-1
mendaifkan,-1
ldr,-1
menangis,-1
genit,-1
mengerik,-1
lemes,-1
jahad,-1
taraf,-1
monyet,-1
astaghfirullah,-1
keletihan,-1
ketiduran,-1
gapaham,-1
capek,-1
kelamaan,-1
punah,-1
lesu,-1
ketinggalan,-1
apasi,-1
mampus,-1
keramat,-1
campur aduk,-1
ricuh,-1
soms,-1
stress,-1
kemayu,-1
mencangkum,-1
berlama-lama,-1
diginiin,-1
sihh,-1
yakali,-1
sakral,-1
ngenes,-1
bertendensi,-1
kalut,-1
mati,-1
lenguh,-1
jahanam,-1
gangerti,-1
gegara,-1
godain,-1
idiot,-1
ambigu,-1
utang,-1
sialan,-1
centil,-1
bacot,-1
mls,-1
kesunyian,-1
kebalik,-1
amoral,-1
membekas,-1
anti,-1
gabole,-1
simpanan,-1
ganggu,-1
sentimen,-1
berperang,-1
santunan,-1
kerelaan,-1
mulut,-1
boro,-1
kasam,-1
kepencet,-1
bantet,-1
sin,-1
kesumat,-1
bokek,-1
muncikari,-1
menipis,-1
asusila,-1
stop,-1
menciut,-1
bengkak hati,-1
kekosongan,-1
dendam,-1
gaenak,-1
susahnya,-1
mucikari,-1
maapkan,-1
vulgar,-1
ndut,-1
menurun,-1
kehilangan,-1
kecoa,-1
pokonya,-1
gituan,-1
ratapan,-1
kesepian,-1
pesan,-1
bergelanggang,-1
bersalah,-1
kampit,-1
menunggunya,-1
mendengu,-1
gaje,-1
sakitnya,-1
kesenjangan,-1
cedih,-1
menjauhkan,-1
jijik,-1
putus,-1
nyakitin,-1
ngadu,-1
najis,-1
kzl,-1
ego,-1
geli,-1
memaklumi,-1
kambing,-1
diblock,-1
crash,-1
menyampah,-1
maruk,-1
perangsang,-1
abaikan,-1
ninggalin,-1
otaknya,-1
mengerti,-1
renggang,-1
tewas,-1
amarah,-1
meradang,-1
melek,-1
kenal,-1
buangan,-1
nyangka,-1
dilupain,-1
kebo,-1
nyasar,-1
terungkap,-1
bocor,-1
terekspos,-1
mengusai,-1
pensiun,-1
dibully,-1
kontol,-1
mimpiin,-1
susila,-1
begadang,-1
eks,-1
mudarat,-1
delete,-1
cerewet,-1
berahi,-1
patah,-1
jerawat,-1
bawel,-1
pudar,-1
teganya,-1
menghilang,-1
hamburan,-1
rongsokan,-1
gairah,-1
mengasihi,-1
mencret,-1
mamam,-1
iluminasi,-1
selingkuhan,-1
jones,-1
banyak bicara,-1
hapus,-1
mantan,-1
iseng,-1
zakar,-1
air liur,-1
berengsek,-1
laporin,-1
pelecehan,-1
berenti,-1
syahwat,-1
tinggikan,-1
penat,-1
nyinyir,-1
bercerai-berai,-1
igau,-1
kenapasih,-1
nyesek,-1
rahasia,-1
anjay,-1
penyumbat,-1
letih,-1
ucek,-1
lelah,-1
gila,-1
tamat,-1
tersingkap,-1
konco,-1
balesnya,-1
pantesan,-1
erotis,-1
curi,-1
beperkara,-1
kutuk,-1
hilang ingatan,-1
anjuran,-1
bersitegang,-1
buah bibir,-1
teriak,-1
cegah,-1
mengerem,-1
tiri,-1
kerut merut,-1
rabies,-1
serapah,-1
berdiam,-1
menangkap,-1
emosi,-1
teriakan,-1
mengutil,-1
keteledoran,-1
menjarah,-1
menjarak,-1
paksa,-1
relung,-1
heula,-1
atut,-1
perpegangan,-1
congkel,-1
keinget,-1
sumpah,-1
membanding,-1
gempal,-1
menghambat,-1
menyakitkan,-1
asam,-1
mengaur,-1
traumatis,-1
pingsan,-1
latihan,-1
mengekang,-1
mencomot,-1
tembak-menembak,-1
ngamen,-1
tenggelem,-1
genangan,-1
menderita,-1
kasihan,-1
nyamuk,-1
berkeras hati,-1
dibuang,-1
bertunas,-1
bad,-1
menanggung,-1
gatal,-1
seram,-1
jleb,-1
mengotot,-1
pemisah,-1
idih,-1
memperbandingkan,-1
badung,-1
blokir,-1
perkutut,-1
ngeri,-1
egois,-1
kubang,-1
abg,-1
meninggi,-1
hama,-1
hambat,-1
digituin,-1
nyariin,-1
ngarep,-1
ngeluh,-1
sisa,-1
dimakan,-1
menggelapkan,-1
bolong,-1
awal,-1
merinding,-1
rinding,-1
tembam,-1
tersentuh,-1
kontaminasi,-1
hate,-1
dalem,-1
salahku,-1
kelembaman,-1
tempik,-1
tendang,-1
penghabisan,-1
desah,-1
cuekin,-1
pikun,-1
kelu,-1
tinggalkan,-1
miris,-1
primitif,-1
typonya,-1
berburu,-1
merampok,-1
ringkus,-1
membesar,-1
diketawain,-1
nyeri,-1
hack,-1
terminasi,-1
sedih,-1
henti,-1
melupai diri,-1
pengeluaran,-1
dikangenin,-1
gapuk,-1
membendung,-1
nyerah,-1
merebut,-1
edan,-1
jerit,-1
merampas,-1
nabrak,-1
menilap,-1
pekik,-1
ngiler,-1
maghrib,-1
mencatut,-1
sebab,-1
mencaplok,-1
rindunya,-1
meramalkan,-1
ingetin,-1
menggemparkan,-1
membopong,-1
seksi,-1
addict,-1
fail,-1
endus,-1
pendek,-1
kepindahan,-1
duet,-1
guram,-1
diusir,-1
tekanan mental,-1
menghirukkan,-1
mewek,-1
trauma,-1
unmood,-1
membekap,-1
ngerasain,-1
ejekan,-1
bajak,-1
memusingkan,-1
week,-1
menggodai,-1
gajih,-1
ketinggian,-1
bermohon,-1
bolos,-1
hiruk-pikuk,-1
pengguguran,-1
olok-olok,-1
terperengah,-1
mantannya,-1
mengumbar,-1
krg,-1
berkabut,-1
layuh,-1
kelainan,-1
unfollow,-1
risiko,-1
kedinginan,-1
ancaman,-1
batuk,-1
sembarangan,-1
ngadepin,-1
dalang,-1
menggegerkan,-1
mengacau,-1
pinggul,-1
tumben,-1
kurusuhan,-1
sindiran,-1
redup,-1
kentut,-1
mainin,-1
musuhan,-1
qada,-1
gabakal,-1
abu-abu,-1
hoax,-1
emergensi,-1
seenaknya,-1
muak,-1
mual,-1
memburu,-1
acak-acakan,-1
close,-1
menegur,-1
menyusahkan,-1
meributkan,-1
tbc,-1
shy,-1
mencemaskan,-1
paranormal,-1
merecoki,-1
demo,-1
lost,-1
gangguin,-1
melankolis,-1
kabut,-1
kabur,-1
protes,-1
melupakanmu,-1
mengusili,-1
jealous,-1
ketularan,-1
grogi,-1
keburukan,-1
batuk kering,-1
berpasrah,-1
tauk,-1
mengganggu,-1
tersengal-sengal,-1
kejut,-1
gelegak,-1
malapateka,-1
debar,-1
menghebohkan,-1
membolos,-1
kegedean,-1
muram,-1
sotoy,-1
ampuni,-1
derai,-1
nyalahin,-1
mafia,-1
sesambat,-1
benci,-1
enek,-1
gaakan,-1
keterlaluan,-1
penutupan,-1
terkapah-kapah,-1
kecelakaan,-1
menjahili,-1
menggerecoki,-1
kolera,-1
ganjal,-1
guncangan,-1
tandanya,-1
sogok,-1
penyimpangan,-1
bhay,-1
bersimbah,-1
saum,-1
cacing karawit,-1
ringkas,-1
yalord,-1
cemeti dewa,-1
nyesal,-1
narkotika,-1
syedi,-1
standar,-1
bangett,-1
beud,-1
gagah,-1
cabean,-1
tiduran,-1
menyunu,-1
senengnya,-1
kuyup,-1
mengalami,-1
berkelir,-1
berhati-hati,-1
menata,-1
gundik,-1
terluka,-1
belia,-1
albumnya,-1
comel,-1
kesibukan,-1
mengasuh,-1
alah,-1
hadeh,-1
seenak,-1
udeh,-1
tergeluncur,-1
remaja,-1
akuan,-1
image,-1
bawain,-1
puasa,-1
berkerut,-1
cacing jantung,-1
cacing ginjal,-1
brutal,-1
hamster,-1
diajarin,-1
luda,-1
giniin,-1
menyuap,-1
tetiba,-1
beginian,-1
menebat,-1
menebak,-1
amatin,-1
diliatin,-1
kemiripan,-1
cacing gilig,-1
memperapikan,-1
senonoh,-1
garuk,-1
bisain,-1
timang,-1
insane,-1
sambel,-1
gjd,-1
kemaluan,-1
kualat,-1
terselulur,-1
penyakit,-1
memangnya,-1
gersang,-1
ditolak,-1
menjilat-jilat,-1
jahatin,-1
cacing hati,-1
babu,-1
mengabaikan,-1
menyedihkan,-1
menimpa,-1
guncang,-1
kontroversi,-1
mblo,-1
